,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,PRODUCT_DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
0,Afghanistan,SCI,"Electronic & Specialties, Polymers",DSM,"['Petrochemical, Hydrocarbon-Derived', 'Polymer, Resin, Elastomer']","['Fibers, Textiles & Films', 'Rubber & Elastomers', 'Thermoplastic Transformers']",['POLYMERS - Other'],Arnitel® L-X07805,N/A,Solid,"Arnitel® L-X07805 is a thermoplastic copolyester elastomer (TPC-ET) produced by DSM, designed primarily for injection molding applications. This material exhibits a Shore A hardness of 75, a tensile modulus of 15.5 MPa, and an impressive tensile strain at break of 1100%, highlighting its excellent flexibility and durability. With a melting temperature of 170 °C and a density of 1060 kg/m³, Arnitel® L-X07805 offers a balanced combination of thermal resistance and mechanical strength. Its melt volume-flow rate of 73 cm³/10min at 230 °C ensures good processability during injection molding. The material's robust mechanical properties, including a stress at break of 15.1 MPa and high elongation, make it ideal for applications requiring both strength and elasticity. Arnitel® L-X07805 is particularly suited for manufacturing wearable device components such as smartwatch and fitness straps, where comfort, flexibility, and resistance to wear are critical. Its ability to withstand repeated mechanical stress and maintain performance under elevated temperatures further enhances its suitability for specialty consumer products. Overall, Arnitel® L-X07805 combines excellent processing characteristics with superior mechanical and thermal properties, making it a versatile choice for high-performance elastomeric applications.",N/A,(MANUAL_INPUT),"['REACH', 'TSCA']",PIM000004386-36. Arnitel LX07805.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
1,Afghanistan,SCI,Paints & Coatings,Evonik Resource Efficiency GmbH,"['Inorganic, Mineral', 'Organic Synthetic (non-polymeric)', 'Formulated Blend, Mixture']","['Architectural and Deco.', 'Automotive Paints', 'Can, Coil and Industrial', 'Construction', 'Polymer Producers']","['ADDITIVES - Matting Agent', 'ADDITIVES - Wax']",ACEMATT® OK 412,N/A,Micronized powder,"ACEMATT® OK 412 is a wax-treated, medium particle-sized precipitated silica produced by Evonik Resource Efficiency GmbH. It primarily consists of silicon dioxide (SiO₂) and is designed as a versatile matting agent for use in a wide range of coating applications. The product is characterized by its excellent compatibility with various coating systems, including solventborne, two-component (2K), pigmented, plastic, wood, and automotive OEM coatings. ACEMATT® OK 412 offers high matting efficiency while maintaining a low impact on viscosity, which facilitates easy application and processing. It also enhances surface smoothness and tactile feel, contributing to a high-quality finish. The silica's excellent sedimentation behavior ensures uniform particle distribution, preventing settling and maintaining coating consistency. Additionally, it maintains medium to high transparency, making it suitable for pigmented coatings, though it is not recommended for clear coatings. The product is supplied as a dry powder with a particle size (d50) of approximately 6.3 µm and a specific surface area of 130 m²/g. Recommended addition levels range from 1.5% to 7.0% based on the total formulation. ACEMATT® OK 412 can be added directly or as a predilution to coatings. For optimal storage, it should be kept in sealed containers in a dry, cool environment to prevent moisture absorption and preserve its performance. This combination of properties makes ACEMATT® OK 412 an all-purpose silica matting agent that enhances the aesthetic and functional qualities of industrial, wood, plastic, and automotive coatings.",1.5 - 7.0 % (as supplied calculated on total formulation),(MANUAL_INPUT),"['REACH', 'TSCA', 'EINECS']",PIM000004496-05. ACEMATT_OK_412.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
2,Afghanistan,SCI,Paints & Coatings,DKSH,"['Petrochemical, Hydrocarbon-Derived', 'Organic Synthetic (non-polymeric)']","['Electronic Chemicals', 'Fine Chemicals & Custom Synt.', 'Adhesives & Sealants', 'Automotive Paints', 'Printing Inks', 'Polymer Producers']","['ADDITIVES - Adhesion Promoter', 'SOLVENTS - Diluent']",OXT-101,3047-32-3,Liquid,"OXT-101, manufactured by DKSH under the Performance Materials business unit, is a high-purity reactive diluent known chemically as 3-Ethyl-3-hydroxy-methyl-oxetane. It is a clear liquid with a molecular weight of 116.2 and features a four-membered cyclic ether structure, which is similar to epoxy compounds but offers a higher polymerization rate and superior physical properties in cured materials. OXT-101 is typically used in concentrations of 10-20% by weight alongside alicyclic epoxy monomers to significantly enhance polymerization speed, improve line speed during processing, and reduce the amount of initiator required. This compound exhibits excellent heat resistance, low shrinkage upon curing (7.6%), and forms resilient, durable films with high gloss and excellent adhesion to various substrates. Its low skin irritation potential and absence of oxygen inhibition make it suitable for sensitive applications. Widely applied in the specialty chemicals industry, OXT-101 serves as a reactive diluent in adhesives, coatings, and inks, particularly in UV-curable systems where it acts as a cationic monomer to form crosslinked networks that enhance hardness, flexibility, and environmental resistance. The product's unique composition and performance benefits make it ideal for high-quality coatings, including automotive OEM finishes and insulating materials, contributing to improved durability and performance in demanding applications.",Adding 10-20% by weight with alicyclic epoxy monomer,(MANUAL_INPUT),"['REACH', 'TSCA']",PIM000005632-02. Aron Oxetane_BLSCI_EU_RGB_0612_1.2.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
3,Afghanistan,SCI,"Electronic & Specialties, Paints & Coatings, Polymers",DKSH,"['Petrochemical, Hydrocarbon-Derived', 'Organic Synthetic (non-polymeric)']","['Electronic Chemicals', 'Fine Chemicals & Custom Synt.', 'Adhesives & Sealants', 'Printing Inks']","['ADDITIVES - Catalyst/Crosslinker', 'ADDITIVES - Optical Material', 'BINDERS - UV Binder & Oligomer', 'Raw Material for Electronics', 'SOLVENTS - Diluent']",OXT-221,18934-00-4,Liquid,"OXT-221, manufactured by DKSH, is a clear liquid cationic monomer known chemically as bis{[1-ethyl(3-oxetanil)] methyl} ether with a molecular weight of 214.3. It is a four-membered cyclic ether compound widely used in UV curing systems for specialty chemicals. This product exhibits a high degree of crosslinking upon curing, maintaining excellent elasticity even above its glass transition temperature (Tg) of -51°C. OXT-221 enables rapid polymerization with low shrinkage (5.5%), resulting in resilient, durable films with high gloss and excellent adhesion to various substrates. Its low refractive index makes it particularly suitable for adhesives in opto-electronics materials. The compound offers superior heat resistance, chemical resistance, and no oxygen inhibition during curing, making it ideal for applications such as adhesives, coatings, and inks. Additionally, OXT-221 has low skin irritation potential and requires only low initiator concentrations, enhancing safety and efficiency in formulation. Its physical properties include a boiling point of 119°C at 56 mmHg, specific gravity of 0.999 at 25°C, and viscosity of 12.8 mPa·s at 25°C. Overall, OXT-221 is a versatile reactive diluent that significantly improves the performance and durability of UV-cured products in demanding industrial applications.",N/A,(MANUAL_INPUT),"['EINECS', 'REACH']",PIM000005632-02. Aron Oxetane_BLSCI_EU_RGB_0612_1.2.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
4,Afghanistan,SCI,"Paints & Coatings, Polymers",DKSH,"['Petrochemical, Hydrocarbon-Derived', 'Organic Synthetic (non-polymeric)']","['Adhesives & Sealants', 'Architectural and Deco.', 'Printing Inks']","['ADDITIVES - Adhesion Promoter', 'ADDITIVES - Catalyst/Crosslinker', 'ADDITIVES - Wetting Agent', 'BINDERS - UV Binder & Oligomer', 'SOLVENTS - Diluent']",OXT-212,N/A,Liquid,"OXT-212, manufactured by DKSH, is a clear liquid oxetane compound chemically known as 3-Ethyl-3-[(2-ethylhexyloxy)methyl]oxetane with a molecular weight of 228.4. It is distinguished by having the lowest surface tension among oxetane compounds, which significantly enhances the quality of paints, inks, and coatings. This product is widely used as a reactive diluent and cationic monomer in UV curing systems, offering rapid polymerization and low shrinkage of only 3.8% upon curing. OXT-212 forms resilient and durable films with excellent heat resistance, high gloss, and superior adhesion to various substrates. Its low viscosity (5.0 mPa·s at 25°C) and specific gravity of 0.892 facilitate easy handling and formulation. The compound also requires low initiator concentrations and is not inhibited by oxygen during curing, making it highly efficient. Additionally, OXT-212 exhibits low skin irritation potential and is environmentally favorable, contributing to low-VOC coating technologies. Its applications span adhesives, coatings, and inks, where it improves mechanical properties, curing speed, and final product performance. Overall, OXT-212 is a high-performance oxetane monomer that enhances the durability, appearance, and environmental compliance of specialty chemical formulations.",N/A,(MANUAL_INPUT),['REACH'],PIM000005632-02. Aron Oxetane_BLSCI_EU_RGB_0612_1.2.pdf,AAAA,['Low VOC'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
5,Afghanistan,SCI,Electronic & Specialties,DKSH,"['Petrochemical, Hydrocarbon-Derived', 'Polymer, Resin, Elastomer']","['Electronic Chemicals', 'Polymer Producers']","['ADDITIVES - Optical Material', 'POLYMERS - Other']",Spectra ADS329BE,N/A,Solid,"Spectra ADS329BE is a specialty chemical product from DKSH, characterized by its composition of Poly[9,9-dioctylfluorenyl-2,7-diyl] end-capped with N,N-Bis(4-methylphenyl)-aniline. It appears physically as light yellow fibers, with a molecular weight ranging between 40,000 and 150,000. This polymer exhibits notable optical properties, including a maximum absorption peak at 385 nm when dissolved in tetrahydrofuran (THF), and photoluminescence peaks at 410 nm in solution and 418 nm in film form. These properties suggest its potential utility in optoelectronic applications such as organic light-emitting diodes (OLEDs), photodetectors, or other devices requiring specific light absorption and emission characteristics. The product is soluble in solvents like toluene and THF, facilitating its processing and application in various chemical and material science contexts. Although specific applications and functions of Spectra ADS329BE are not widely documented, its unique chemical structure and optical behavior make it a valuable material for research and development in specialty chemical and advanced material industries.",N/A,(MANUAL_INPUT),"['REACH', 'TSCA']",PIM000007842-12. ADS329BE.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
6,Afghanistan,SCI,Paints & Coatings,allnex,"['Petrochemical, Hydrocarbon-Derived', 'Organic Synthetic (non-polymeric)', 'Polymer, Resin, Elastomer']",['Architectural and Deco.'],['ADDITIVES - Surface Modifier/Defoamer'],ADDITOL XW 6544,N/A,Liquid,"ADDITOL XW 6544 is a low-VOC defoamer developed by allnex, formulated based on hydrophobic modified polymers without any silicone addition. It is supplied as an active substance with approximately 100% concentration, appearing as a yellowish, cloudy liquid with a density of about 0.99 g/cm³ at 20 °C and a dynamic viscosity ranging from 200 to 800 mPa.s at 23 °C. This product is specifically designed to prevent foam formation and reduce pinholes in high film thickness applications, particularly in waterborne epoxy systems. Its optimized reflow properties enable superior film formation and surface quality, making it highly effective for airless application methods. ADDITOL XW 6544 is also suitable for use in waterborne pigment concentrates and low-VOC decorative coatings, offering versatility across various coating formulations. The defoamer's very low VOC content (less than 1%) ensures compliance with environmental regulations, while its compatibility with epoxies and pigment concentrates enhances formulation flexibility. Recommended usage involves direct addition to the grind mix at dosages between 0.5% and 1.0% of the total formulation, with the possibility of increasing up to 1.5% in cases of strong foam generation. The product exhibits excellent storage stability for at least 365 days when kept in original containers at temperatures up to 25 °C. Overall, ADDITOL XW 6544 provides manufacturers with an efficient, environmentally friendly solution to improve coating performance, surface appearance, and durability in specialty chemical applications.","Total recommended dosage: 0.5 - 1.0 % on total formulation. In cases of strong foam generation, dosage may be increased but should not exceed 1.5 %. Generally added undiluted directly to the grind mix. Sometimes advantageous to add 1/3 of total quantity to grind mix and 2/3 to let down.",(MANUAL_INPUT),"['REACH', 'TSCA']",PIM000010372-ADDITOL XW 6544 TDS.pdf,AAAA,['Low VOC'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
7,Afghanistan,SCI,Paints & Coatings,"AEKYUNG CHEMICAL CO.,LTD.","['Petrochemical, Hydrocarbon-Derived', 'Organic Synthetic (non-polymeric)', 'Polymer, Resin, Elastomer', 'Formulated Blend, Mixture']","['Adhesives & Sealants', 'Automotive Paints', 'Lamination and Converting', 'Polymer Producers']","['ADDITIVES - Catalyst/Crosslinker', 'BINDERS - Polyisocyanate']",AH-2200,N/A,Solid,"AH-2200 is a high-performance polyisocyanate product manufactured by AEKYUNG CHEMICAL CO.,LTD., designed primarily as a hardener for two-component polyurethane coatings. It is characterized by its high NCO (isocyanate) content ranging from 23.0 to 24.0%, ensuring robust cross-linking and curing properties. The product is supplied in a non-volatile, viscous form with a Gardner viscosity rating between U and X at 25°C, and contains a maximum of 0.5% free monomer, indicating a high purity level. AH-2200 exhibits excellent weather resistance and flexibility, making it suitable for demanding applications such as automobile repair, heavy-duty protective coatings, and coatings for wood, metal, plastic, and synthetic leather. Additionally, it is used in adhesives and film coatings, enhancing durability and performance. Its non-yellowing nature ensures aesthetic longevity in coated surfaces. The product requires careful handling due to solvent vapors and potential viscosity changes during storage, and it must be stored sealed to prevent moisture ingress. AH-2200's versatility and superior chemical properties make it an essential component in specialty coatings and protective applications, delivering enhanced durability, flexibility, and resistance to environmental factors.",N/A,(MANUAL_INPUT),['REACH'],PIM000017096-AH-2200(E)TD.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
8,Afghanistan,SCI,Paints & Coatings,Silberline Ltd.,"['Petrochemical, Hydrocarbon-Derived', 'Inorganic, Mineral', 'Metal, Organometallic, Catalyst', 'Formulated Blend, Mixture']","['Electronic Chemicals', 'Adhesives & Sealants', 'Architectural and Deco.', 'Automotive Paints', 'Can, Coil and Industrial', 'Construction', 'Printing Inks', 'Polymer Producers']","['ADDITIVES - Corrosion Inhibitor', 'PIGMENTS - Aluminum Pigment', 'PIGMENTS - Anticorrosive Pigment']",Aluminium Paste Non Leafing,7429-90-5,Paste,"Aluminium Paste Non Leafing from Silberline Ltd. is a solid paste pigment composed primarily of stabilized aluminium powder (50-75%) suspended in a blend of hydrocarbons including C9 aromatics and C9-C11 n-alkanes, isoalkanes, and cyclics. This specialized non-leafing aluminium paste is designed to maintain an even distribution of aluminium particles throughout coatings, preventing the particles from floating to the surface, which results in a uniform and consistent metallic gloss. Its silvery light color and slight aromatic odor make it ideal for use in a variety of industrial and decorative applications. The product excels in providing excellent hiding power and anti-corrosion properties, making it highly suitable for anti-corrosion primers and topcoats, marine paints, hammer tone finishes, and industrial coatings for plastics, electronics, coil materials, hardware, and appliances. Additionally, it is used in printing inks to impart a durable metallic sheen. The non-leafing aluminium paste enhances the weatherability and corrosion resistance of coatings, thereby extending the lifespan of coated products while offering aesthetic versatility through various particle sizes and formulations. Its stable chemical nature and balanced composition ensure reliable performance in professional, industrial, and consumer coating applications, contributing to both functional protection and visual appeal.",N/A,(MANUAL_INPUT),"['AICS', 'China (CRC/SEPA)', 'EINECS', 'ENCS', 'NEW ZEALAND', 'PICCS', 'REACH', 'TSCA']",PIM000019323-EU APNL v7.02 En.pdf,AAAA,['Emission Control'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
9,Afghanistan,SCI,"Electronic & Specialties, Paints & Coatings","Silberline Manufacturing Co., Inc.","['Petrochemical, Hydrocarbon-Derived', 'Inorganic, Mineral', 'Metal, Organometallic, Catalyst', 'Formulated Blend, Mixture']",['Printing Inks'],['PIGMENTS - Aluminum Pigment'],L-20245 Aluminium Paste,N/A,Paste,"L-20245 Aluminium Paste from Silberline Manufacturing Co., Inc. is a non-leafing aluminium flake pigment characterized by its superfine particle size and high opacity. This aluminium paste is designed to deliver a metallic sheen with excellent coverage, making it ideal for solvent-based inks, particularly screen-applied inks used in scratch cards and lottery tickets. The product features a fine particle size averaging 8.3 microns and a high non-volatile content of 64%, ensuring consistent performance and durability. Its specific gravity of 1.46 and low moisture content contribute to its stability and ease of incorporation. L-20245 is manufactured to a wider color specification than similar grades, providing versatility in coloristic applications. The paste form allows for easy dispersion with low energy stirring, avoiding high shear that could damage the aluminium flakes and reduce brightness. This aluminium paste is valued for its reflective properties, opacity, and ability to enhance the visual appeal of printed materials, making it a preferred choice in specialty inks and coatings where metallic effects and high coverage are required.",N/A,(MANUAL_INPUT),"['REACH', 'TSCA', 'AICS', 'ENCS', 'PICCS', 'EINECS', 'DSL', 'NDSL']",PIM000019323-L-20245 Aluminium Paste PDS.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
