,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,PRODUCT_DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
0,Afghanistan,PCI,Cosmetics & Toiletries,"DKSH Marketing Services Spain, S.A.U.",['Mineral'],"['Color Care', 'Hair Care', 'Skin Care', 'Soap & Bath', 'Spa & Wellness', 'Sun Care']","['Cleanser', 'Conditioner', 'Dye/Pigment', 'Exfoliant', 'Skin Sensory Additive', 'Visual Carrier']",Color Clay® CYDONIA,N/A,Powder,"Color Clay® CYDONIA is a natural quince yellow (ochre) homogeneous powder clay distributed by DKSH Marketing Services Spain, S.A.U. It is composed primarily of illite with a high silicate content and a particle size where 95% of particles are smaller than 44 microns, providing a smooth and pleasant texture. This clay is odourless and exhibits a stable pH of approximately 8.75 in aqueous solution. Rich in minerals such as silica, alumina, calcium oxide, and magnesium oxide, Color Clay® CYDONIA offers excellent absorption capacity, mild exfoliation, and mechanical cleansing properties. Its laminar platelet structure enhances spreadability, making it ideal for use in a wide range of personal care products including facial and body masks, cleansers, soaps, creams, serums, hair masks, and makeup formulations. The natural origin of the clay ensures a unique Mediterranean beige color that may vary slightly between batches, adding naturalness and originality to cosmetic products. It is particularly valued for its ability to absorb excess oils, provide gentle exfoliation, and impart stable natural color, making it a versatile ingredient for enhancing texture, aesthetics, and skin benefits in cosmetic and spa applications.",N/A,(MANUAL_INPUT),['REACH'],PIM000000425-COLOR CLAY Cydonia Natural TDS.pdf,AAAA,"['COSMOS Standard', 'Natural Cosmetic', 'Sebum Control', 'Skin Renewal', 'Smoothing', 'Texturizer']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
1,Afghanistan,PCI,Cosmetics & Toiletries,Colorclay S.L.,['Mineral'],"['Color Care', 'Hair Care', 'Skin Care', 'Soap & Bath', 'Spa & Wellness']","['Cleanser', 'Exfoliant', 'Skin Sensory Additive', 'Visual Carrier']",Color Clay®,N/A,Powder,"Color Clay® by Colorclay S.L. is a 100% natural Mediterranean clay product sourced from the Barcelona coastal region, renowned for its rich mineral content and diverse natural colors. Available in a spectrum of shades including reddish-brown, dark brown, golden brown, beige, white, grey, pinkish, and dark grey, these finely ground clays (below 44 microns) possess a laminar silicate crystal structure that imparts excellent absorptive and exfoliating properties. The clays are free from additives and chemicals, preserving their purity and regional authenticity through traditional manufacturing methods. Color Clay® offers multiple benefits such as mild mechanical cleansing, improved skin feel due to its smooth texture and spreadability, and gentle dead cell renewal through mild exfoliation. Rich in minerals similar to those found in skin and cellular constituents, it supports skin health and vitality. Its versatility allows it to be used in a wide range of cosmetic applications including facial and body masks, creamy masks, soaps, emulsions, shampoos, and natural wraps. Additionally, it functions as a natural coloring agent stable across pH levels, an oil absorber in facial masks, and a mild exfoliator in creams and serums. Color Clay® is also environmentally sustainable, with the manufacturer committed to reforestation and land restoration efforts. This product embodies a pure Mediterranean treasure, ideal for enhancing personal care formulations with natural efficacy and aesthetic appeal.",N/A,(MANUAL_INPUT),['Natural Cosmetic'],PIM000000425-COLOR CLAY Natural Brochure.pdf,AAAA,"['Natural Cosmetic', 'Sebum Control', 'Skin Renewal', 'Smoothing']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
2,Afghanistan,PCI,Cosmetics & Toiletries,Phenbiox s.r.l.,"['Derived Natural', 'Synthetic', 'Vegetal']","['Hair Care', 'Skin Care', 'Spa & Wellness']","['Active', 'Antioxidant', 'Conditioner', 'Humectant']",ACTIVE JUICE CAVOLO NERO (KALE),"7732-18-5, 77-92-9, 5949-29-1, 532-32-1, 24634-61-5",Liquid,"ACTIVE JUICE CAVOLO NERO (KALE) from Phenbiox s.r.l. is a fresh vegetal juice derived from kale leaves (Brassica oleracea acephala). Presented as a water-based solution with a characteristic color and odor, it contains 20% kale juice along with citric acid, sodium benzoate, and potassium sorbate as preservatives. The product has an acidic pH ranging from 2.6 to 3.5 and is free from pathogens, ensuring high microbial quality. This natural, GMO-free juice concentrate is primarily used as an ingredient in cosmetic formulations, offering potent antioxidant, anti-inflammatory, and moisturizing properties. Rich in vitamins and bioactive compounds, it supports skin nourishment, collagen production, and hydration, helping to protect against oxidative stress and premature aging. Additionally, it promotes scalp health and hair growth, making it a valuable additive for enhancing the efficacy of personal care products. The juice should be stored in a cool, dry place away from light and heat to maintain its quality, with a shelf life of 12 months.",N/A,(MANUAL_INPUT),['Vegan'],PIM000000671-TDS Active Juice CAVOLO NERO (KALE).pdf,AAAA,"['Anti-Aging', 'Anti-Inflammatory', 'Anti-Oxidant', 'Anti-Wrinkle', 'Elasticity', 'Free Radical Scavenger', 'Moisturizing', 'Natural Cosmetic', 'Nourishing', 'Redness Reduction', 'Skin Radiance', 'Soothing', 'Strengthening', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
3,Afghanistan,PCI,Cosmetics & Toiletries,"Sumitomo Seika Chemicals Co., Ltd.",['Synthetic'],"['Antiperspirants & Deodorants', 'Hair Care', 'Skin Care']","['Dispersing Agent', 'Rheology Modifier', 'Skin Sensory Additive', 'Stabilizer', 'Texturizer']",AQUPEC MG N40R,9003-04-7,Powder,"AQUPEC MG N40R, manufactured by Sumitomo Seika Chemicals Co., Ltd., is a water-soluble, cross-linked acrylic polymer known chemically as partially neutralized carboxyvinyl polymer sodium salt, with the INCI name Sodium Carbomer. It appears as a white, pre-neutralized powder composed of spherical particles sized between 10 to 30 micrometers, offering excellent flowability and ease of handling. This polymer exhibits high thickening capability even at low concentrations, producing fresh and light textures in formulations without the need for additional neutralization, thus simplifying processing and maintaining pH stability around neutral. Its unique spherical structure enables the formation of highly viscous gels with excellent sprayability, making it ideal for sprayable products that require high viscosity without compromising application performance. AQUPEC MG N40R is widely used in personal care products such as all-in-one gel creams, deodorant gels, milky lotions, hair care, skin care, and make-up formulations, where it functions as a thickening agent, stabilizer, and texture enhancer. It imparts a smooth, light, and moisturizing feel, reduces creasing, and provides mattifying and soft focus effects, improving the sensory experience and aesthetic appeal of cosmetic products. Recognized for its innovative sensory properties, AQUPEC MG N40R received the Sensory Award Bronze at in-cosmetics Global 2019, underscoring its value in advanced cosmetic formulations.","In guideline formulation examples, AQUPEC MG N40R is used at concentrations of 0.90% in gel cream and 0.20% in milky lotion. It can be added at any stage of formulation, including at the end for viscosity adjustment. No specific dosage frequency or administration route is applicable as it is a polymer used in topical formulations.",(MANUAL_INPUT),['REACH'],PIM000000677-AQUPEC_MG_N40R_TDS.pdf,AAAA,"['Mattifying', 'Soft Focus']",(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
4,Afghanistan,PCI,Cosmetics & Toiletries,"ASSESSA INDÚSTRIA, COMÉRCIO E EXPORTAÇÃO LTDA.","['Derived Natural', 'Synthetic', 'Vegetal']","['Hair Care', 'Skin Care']","['Active', 'Co-Emulsifier', 'Preservative', 'Skin Sensory Additive', 'Stabilizer', 'Texturizer']",ACTIMULSI GA 20,N/A,Powder,"ACTIMULSI GA 20, manufactured by ASSESSA INDÚSTRIA, COMÉRCIO E EXPORTAÇÃO LTDA., is a natural multifunctional bioactive ingredient derived from the exudate of Acacia Senegal. It is composed primarily of Acacia Senegal Gum Extract, a complex branched heteropolysaccharide rich in galactose, glucose, rhamnose, xylose, and uronic acids, along with potassium sorbate and sodium benzoate as preservatives. This ingredient appears as a water-soluble, film-forming polysaccharide that acts as a co-emulsifying natural agent, stabilizing emulsions and reducing the need for synthetic emulsifiers in cosmetic formulations. ACTIMULSI GA 20 offers multiple benefits including anti-inflammatory and soothing properties, making it suitable for sensitive skin applications. It promotes skin regeneration by stimulating collagen I and III synthesis and improves the sensory attributes of emulsions by providing a dry, silky touch upon skin contact. Additionally, it enhances hair care products by improving softness, combability, and gloss. Its natural origin and biodegradability make it an environmentally friendly choice for moisturizing creams, lotions, anti-aging emulsions, night creams, and scalp serums, typically used at concentrations ranging from 1.0% to 3.0%. Overall, ACTIMULSI GA 20 is a versatile, effective, and sustainable ingredient that supports the development of stable, pleasant, and skin-friendly personal care products.","For moisturizing creams: 1.0 to 2.0%; for moisturizing lotions, anti-ageing emulsions, night creams, and serums for the scalp: 1.5 to 3.0%.",(MANUAL_INPUT),['REACH'],PIM000000948-TDS_Actimulsi GA20_Assessa.pdf,AAAA,"['Anti-Aging', 'Anti-Inflammatory', 'Film Forming', 'Natural Cosmetic', 'Skin Renewal', 'Skin Repair', 'Smoothing', 'Soothing', 'Texturizer']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
5,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']","['Cleanser', 'Exfoliant', 'Stabilizer']",Celluloscrub 200,9004-35-7,Powder,"Celluloscrub 200 by Lessonia is a natural exfoliating ingredient derived from modified cellulose extracted from sustainably sourced wood pulp. It is produced through a process involving grinding, sieving, and decontamination of cellulose acetate, resulting in a white, stable, and biodegradable powder. This ingredient serves as an eco-friendly alternative to polyethylene microbeads commonly used in personal care products, offering similar performance characteristics such as abrasiveness, suspension capacity, and stability without affecting the product's color or pH. Celluloscrub 200 is GMO-free, palm oil-free, gluten-free, and vegan, ensuring compatibility with a wide range of cosmetic formulations. It is widely used in facial and body scrubs, cleansing lotions, creams, shower gels, hand soaps, bar soaps, and foot scrubs to provide gentle yet effective exfoliation by removing dead skin cells, promoting smoother and more radiant skin. Its excellent suspension properties help maintain the uniform distribution of exfoliating particles, enhancing product texture and efficacy. By incorporating Celluloscrub 200, manufacturers can develop sustainable, high-performance personal care products that meet growing consumer demand for natural and environmentally responsible ingredients.",N/A,(MANUAL_INPUT),"['REACH', 'FDA', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,"['Sustainable Palm Oil', 'Vegan']",(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
6,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub 300,9004-35-7,Powder,"Celluloscrub 300 by Lessonia is a natural exfoliating ingredient composed of 100% cellulose acetate derived from sustainably managed European and North American wood pulp forests. This modified cellulose acetate is processed through grinding, sieving, and decontamination to produce a biodegradable, renewable, and environmentally friendly exfoliant designed to replace polyethylene microbeads in personal care formulations. Celluloscrub 300 offers excellent color stability, suspension capacity, and consistent abrasiveness, making it ideal for use in body scrubs, facial cleansers, and shower gels. It is compatible with a wide range of cosmetic formulations, including surfactant gels and aqueous lotions, without affecting the product's pH or color. The ingredient exhibits excellent skin tolerance, suitable for sensitive skin, and aligns with global environmental regulations due to its biodegradability and natural origin. By incorporating Celluloscrub 300, manufacturers can create effective, sustainable, and skin-friendly exfoliating products that meet consumer demand for eco-conscious personal care solutions.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan', 'FDA']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
7,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub 500,9004-35-7,Powder,"Celluloscrub 500 by Lessonia is a natural exfoliating ingredient composed of 100% cellulose acetate derived from sustainably managed European and North-American wood pulp forests. This finely processed material undergoes grinding, sieving, and decontamination to produce a biodegradable, renewable, and eco-friendly alternative to traditional polyethylene microbeads used in personal care products. Celluloscrub 500 offers excellent skin tolerance and matches the performance of synthetic exfoliants in terms of color stability, abrasiveness, and suspension capacity, making it suitable for a wide range of applications including facial care, body care, hand care, shower gels, and foot scrubs. Its formulation stability ensures it does not affect the color or pH of cosmetic products, while its natural origin and compliance with global cosmetic regulations highlight its safety and sustainability credentials. Free from allergens, preservatives, heavy metals, and animal-derived substances, Celluloscrub 500 supports environmentally conscious skincare formulations that meet consumer demand for effective, gentle, and sustainable exfoliation solutions.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
8,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Hair Care', 'Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub 1000,9004-35-7,Powder,"Celluloscrub 1000 by Lessonia is a natural exfoliating ingredient composed entirely of modified cellulose derived from sustainably managed European and North American wood pulp. This finely processed cellulose acetate is designed as an eco-friendly and biodegradable alternative to traditional polyethylene microbeads commonly used in personal care products. Celluloscrub 1000 offers excellent color stability, consistent abrasiveness, and superior suspension capacity, ensuring even distribution and effective exfoliation without irritating the skin. Its 100% renewable origin, combined with its compatibility across a wide range of formulations such as shower gels, facial cleansers, body washes, hair mousses, and styling creams, makes it a versatile choice for formulators seeking sustainable and high-performance exfoliating agents. Additionally, it is free from allergens, preservatives, GMO materials, and harmful substances, aligning with stringent cosmetic regulations and environmental standards. Celluloscrub 1000 supports the growing demand for sustainable personal care ingredients by providing a safe, biodegradable, and globally approved solution that enhances skin smoothness and radiance while minimizing environmental impact.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
9,Afghanistan,PCI,Cosmetics & Toiletries,Lessonia,"['Derived Natural', 'Synthetic', 'Vegetal']","['Skin Care', 'Soap & Bath']",['Exfoliant'],Celluloscrub XLS,9004-35-7,Powder,"Celluloscrub XLS by Lessonia is a natural, biodegradable exfoliating agent derived from modified cellulose extracted from sustainably managed European and North American wood pulp. This innovative ingredient is designed to replace polyethylene microbeads in personal care products, offering equivalent performance in terms of color stability, abrasiveness, suspension capacity, and formulation stability. Composed of 100% cellulose acetate, Celluloscrub XLS is renewable and environmentally responsible, aligning with eco-friendly cosmetic formulations. It is pH neutral and free from allergens, preservatives, heavy metals, and harmful substances, ensuring safety and regulatory compliance worldwide. Its physical form as fine cellulose particles provides effective exfoliation, promoting smoother skin texture by gently removing dead skin cells. Celluloscrub XLS is ideal for use in shower gels, body washes, hand soaps, bar soaps, and foot scrubs, delivering a natural scrubbing action while supporting sustainability goals. Manufactured through grinding, sieving, and decontamination processes, including heating and gamma-ray treatments, it ensures high purity and quality. This product is vegan, gluten-free, palm oil-free, and free from animal-derived materials, making it suitable for a wide range of cosmetic applications focused on environmental responsibility and skin care efficacy.",N/A,(MANUAL_INPUT),"['REACH', 'Kosher', 'HALAL', 'Vegan']",PIM000002450-Celluloscrub_CosmeticIngredientDossier_ID 91.pdf,AAAA,['Vegan'],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
