,COUNTRY,BUSINESS_LINE,INDUSTRY_CLUSTER,SUPPLIER_NAME,COMPOSITIONS,APPLICATIONS,FUNCTIONS,PRODUCT_NAME,CAS_FROM_DOC,PHYSICAL_FORM,PRODUCT_DESCRIPTION,RECOMMENDED_DOSAGE,REGULATORY_REQUIREMENTS,CERTIFICATIONS,FILE_NAME,COMPANY_CD,CLAIMS,PDP_VDO,LIGHT_VERSION,RECOMMENDED_HEALTH_BENEFITS,SUSTAINABLE_DOC
0,Afghanistan,FBI,Food Supplements & Nutrition,Muntons,"['Barley', 'Malted Barley', 'Water']",['Processed Food'],"['Dietary Fiber', 'Flavouring & Flavour Modulation', 'Food Enzyme', 'Protein', 'Sweetener']",ACTIMALT LIQUID REGULAR,N/A,Liquid,"ACTIMALT LIQUID REGULAR is a viscous liquid syrup produced by Muntons through an enzyme-assisted hot water extraction process of barley and malted barley, followed by filtration and concentration under vacuum evaporation. This yellow-brown syrup has a pleasant characteristic cereal and malt odour, complemented by a sweet taste with a distinctive cereal and malt flavour. The product is composed primarily of soluble extracts of barley and malted barley, typically ranging from 77.1% to 79.6%, with water content between 20.4% and 22.9%. It contains gluten at a level of approximately 2,570 mg/kg. ACTIMALT LIQUID REGULAR is rich in carbohydrates, especially maltose and maltotriose sugars, providing an energy value of 300 to 320 kcal per 100 grams. It also contains small amounts of protein, fat, dietary fiber, and essential minerals such as sodium. The syrup's analytical specifications include refractometric solids between 79.5% and 82%, a pH of 5 to 6, and a color EBC value of 12 or less. Microbiological limits ensure product safety with low counts of total plate, yeasts, moulds, and coliforms. This malt extract syrup is ideal for use in food and beverage applications where a natural malt flavor and sweetness are desired, offering both functional and sensory benefits.",N/A,(MANUAL_INPUT),['GMP'],PIM000003031-Actimalt Liquid Regular.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),"['General Health', 'Vitamins and Minerals', 'Sports nutrition']",(OPTIONAL)
1,Afghanistan,FBI,Confectionery & Bakery,"WILD Flavors, Inc.","['Gum Arabic', 'Maltodextrin', 'Nature Identical Flavor', 'Dextrose from Genetically Modified Corn', 'Silicon Dioxide', 'Propylene Glycol', 'Glycerine', 'Caramel Color from Genetically Modified Corn', 'Sulfites']","['Alcoholic Beverage', 'Beverage', 'Biscuit', 'Bread, Cakes & Pastries, Frozen Dough', 'Breakfast Cereals/Bars', 'Confectionery', 'Dairy', 'Desserts & Ice Cream', 'Dressing', 'Noodles', 'Nutraceuticals - Drinks', 'Processed Food', 'Sauces', 'Seasonings', 'Snacks (Salty)', 'Soup', 'Sweet Snack']","['Carrier & Bulking Agent', 'Colour & Colour Retention Agent', 'Flavouring & Flavour Modulation', 'Humectant', 'Sweetener']",FAMB279 N&A BROWN SUGAR TYPE FL,N/A,Powder,"FAMB279 N&A BROWN SUGAR TYPE FL from WILD Flavors, Inc. is a light brown/tan powder designed to impart a maple brown sugar aroma and flavor. This flavoring product is composed of ingredients such as gum arabic, maltodextrin, nature identical flavor, dextrose from genetically modified corn, silicon dioxide, propylene glycol, glycerine, caramel color from genetically modified corn, and sulfites. It features a moisture content of less than 10% and a granulation size greater than 90% passing through a #20 USS sieve, ensuring a fine and consistent powder form. The product complies with the Federal Food, Drug, and Cosmetic Act and is certified as generally recognized as safe (GRAS) by FEMA and approved by the FDA for use in food products. Microbiological limits are strictly controlled, with low allowable counts for coliform, E. coli, mold, yeast, and a negative requirement for Salmonella, ensuring product safety and quality. FAMB279 is suitable for ambient storage conditions between 55-75°F (13-24°C) with a recommended shelf life of 270 days in unopened containers. Its formulation and physical properties make it ideal for use in various food applications where a natural brown sugar flavor is desired, providing consistent taste and quality in finished products.",N/A,(MANUAL_INPUT),"['GRAS, FEMAGRAS']",PIM000003047-8. FAMB279 BROWN SUGAR TYPE FL.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
2,Afghanistan,FBI,Food Supplements & Nutrition,SVZ Tomaszow Sp. z o.o.,['acerolas'],"['Beverage', 'Nutraceuticals - Drinks', 'Processed Food']","['Antioxidant', 'Colour & Colour Retention Agent', 'Flavouring & Flavour Modulation', 'Fortification/Nutraceutical']","Acerola juice concentrate, clarified R=64-68",N/A,Liquid,"Acerola juice concentrate, clarified R=64-68, produced by SVZ Tomaszow Sp. z o.o., is a high-quality juice concentrate derived from sound and mature acerolas (Malpighia glabra L.). The acerolas are carefully selected, depectinized, filtered, and concentrated to achieve a Brix refractometer value ranging from 64.0 to 68.0, with a corrected Brix between 65.2 and 69.9. The concentrate exhibits a specific gravity of 1.320 to 1.349 and a pH level between 2.7 and 3.5, indicating its acidic nature. The product is characterized by an aromatic and typical acerola flavor, with a sweet and acidic taste profile, and visually presents an orange to yellow color. It contains a high vitamin C content, ranging from 6000 to 8000 mg/kg, and acidity measured as malic acid between 6.0 and 10.0 g/100g. The concentrate complies with pesticide residue regulations and maintains microbiological standards with total viable counts not exceeding 1000 cfu/g and yeasts and molds below 100 cfu/g. Recommended for frozen storage, the product has a shelf life of 24 months. This acerola juice concentrate is ideal for use in food and beverage applications requiring a natural source of vitamin C and a distinctive acerola flavor, offering both nutritional benefits and sensory appeal.",N/A,(MANUAL_INPUT),"['ISO', 'HACCP']",PIM000003729-4. Acerola JC_TH.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),"['Anti-aging, Antioxidant, Anti-Cancer, Anti-Inflammatory', 'General Health', 'Immune system', 'Vitamins and Minerals', 'Skin, Nails, Hair']",(OPTIONAL)
3,Afghanistan,FBI,Processed Food & Food Service,DSM Food Specialties B.V.,"['Glycerol', 'Enzyme solution']",['Other'],['Food Enzyme'],Accelerzyme CPG BF,N/A,Liquid,"Accelerzyme CPG BF is a liquid carboxypeptidase (protease) preparation produced by DSM Food Specialties B.V., derived from a selected strain of Aspergillus niger. This enzyme preparation appears green in color, with the shade varying between batches, and ranges from clear to opalescent in clarity. The product is composed primarily of glycerol (54%) and enzyme solution (46%), with a protease activity of at least 900 CPGU/ml, operating optimally at a pH between 4.3 and 4.7. It is formulated to meet stringent physical, chemical, and microbiological specifications, including low heavy metal content and absence of harmful microorganisms such as Salmonella, E. coli, and Listeria monocytogenes. Accelerzyme CPG BF is kosher and halal approved, suitable for vegans and vegetarians, and produced using biotechnological techniques involving overexpression of naturally present genes in the producing microorganism. The product is supplied in 20 kg packaging and should be stored in sealed containers at 4-8 °C to maintain stability, with a shelf life of 24 months and minimal activity loss within 12 months. This enzyme preparation is designed for food industry applications requiring protease activity, offering reliable performance and compliance with international food safety standards.",N/A,(MANUAL_INPUT),"['Kosher', 'HALAL, JAKIM, MUI', 'Vegan']",PIM000003890-ACCELERZYME CPG.pdf,AAAA,['Bio-Fermentation'],(MANUAL_INPUT),(MANUAL_INPUT),[],(MUST_INPUT)
4,Afghanistan,FBI,Beverage & Dairy,AUSTRIA JUICE GmbH,['Apple juice'],['Beverage'],"['Acidity Regulator', 'Flavouring & Flavour Modulation', 'Sweetener']",Apple juice concentrate,N/A,Liquid,"Apple juice concentrate from AUSTRIA JUICE GmbH is a high-quality product made by physically removing water from apple juice obtained from pressing sound and ripe apples. This concentrate appears as a typical, clear, golden-yellow, viscous liquid with a flavor and taste characteristic of fresh apples. It complies with stringent European regulations, including Directive 2012/12/EU, AIJN Code of Practice, and various EU regulations ensuring no allergens, GMOs, heavy metals, mycotoxins, or pesticide residues beyond permitted limits. The concentrate has a soluble solids content of approximately 70 °Bx, total acidity as malic acid around 2.25%, and a pH value near 3.6, ensuring a balanced taste and stability. Its juice strength is about 11.2 °Bx, with low turbidity and controlled absorption at 440 nm, indicating clarity and quality. Microbiological standards are strictly maintained, with low counts of viable microorganisms, yeasts, and molds, ensuring safety and shelf life of up to 6 months when stored at 4-6 °C. This apple juice concentrate is ideal for use in beverage production, food processing, and culinary applications where authentic apple flavor and high-quality concentrate are required.",N/A,(MANUAL_INPUT),['HACCP'],PIM000007436-Specification_1101103010101_Apple juice concentrate_Austria Juice Standard - Stock quality - Medium acidity.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
5,Afghanistan,FBI,Processed Food & Food Service,Exter B.V.,"['Water', 'Salt (as NaCl)']","['Dressing', 'Meat Products', 'Processed Food', 'Seasonings']",['Flavouring & Flavour Modulation'],EXTER 100 - Bouillon,N/A,Liquid,"EXTER 100 - Bouillon is a typical savoury soy liquid characterized by sweet and caramelized notes, presenting a rich bouillon, meaty, and salty flavor profile. This product is a brown liquid with a water content of 63.0% and salt content of 16.0% (as NaCl), providing 355 kJ (85 kcal) per 100 grams. It is designed for versatile culinary applications, including use in salads at 0.50 - 1.50% and meatballs at 1.00 - 2.00% dosage levels by weight of the finished product. The product is microbiologically safe, with strict limits on total plate count, yeast, molds, Enterobacteriaceae, and absence of Salmonellae. EXTER 100 - Bouillon is Halal certified, Kosher suitable, and vegetarian-friendly, making it suitable for diverse dietary needs. It conforms to sensory standards when diluted to a 4.00% solution in hot water. For optimal quality, it should be stored dry at ambient temperatures between 6-25°C and has a shelf life of 24 months under these conditions. Packaged in 1200 kg IBC containers, this bouillon liquid is ideal for enhancing the flavor of various food products, offering a convenient and consistent seasoning solution for food manufacturers and culinary professionals.","Salads: 0.50 - 1.50 %
Meat balls: 1.00 - 2.00 %
General recommended dosage level is: 0.50 - 2.00 % by weight of finished product.",(MANUAL_INPUT),"['HALAL, JAKIM, MUI', 'Kosher']",PIM000008862-EXTER 100 TDS 2021.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
6,Afghanistan,FBI,Processed Food & Food Service,"INDUSTRIAS ROKO, S.A.","['Agar (E-406)', 'Organic maltodextrin']","['Bread, Cakes & Pastries, Frozen Dough', 'Dairy', 'Desserts & Ice Cream', 'Processed Food', 'Sweet Snack']","['Carrier & Bulking Agent', 'Dietary Fiber', 'Firming Agent', 'Humectant', 'Stabilizer & Thickener']",ROKOAGAR LS ORGANIC,N/A,Powder,"ROKOAGAR LS ORGANIC is a free flowing powder ranging in color from off white to yellowish, composed primarily of pure refined Agar, a natural polysaccharide extracted from various types of red seaweed, mainly Gelidium and Gracilaria. This product serves as a gelling and stabilizer agent specifically designed for food applications. Manufactured in compliance with current organic legislation (Nº834/2007) and certified by the control body COPAE (Organic producer code: 0073I), ROKOAGAR LS ORGANIC offers a soft gel-like texture that becomes viscous when stirred, with a very high water retention capacity that enhances product shelf-life. It exhibits low viscosity in hot solutions and provides smooth, uniform, and creamy textures in milk-based systems, preventing fat and whey separation, improving spreading properties, and enhancing flavor release and mouthfeel. Additionally, it can be used as a fat replacer. The product gels independently without additives, though its gelling capacity decreases with lower pH and higher temperatures, so acidic ingredients should be added below 80°C. It is standardized with organic maltodextrin as needed and complies with strict purity specifications according to EU standards, ensuring safety and quality. ROKOAGAR LS ORGANIC is ideal for diverse food industry uses, offering reliable performance as a natural, organic gelling and stabilizing agent.","0,2 – 1,5%",(MANUAL_INPUT),"['BIO', 'HACCP']",PIM000009406-Rokoagar LS ORGANIC - Food Applications Eng - E01.pdf,AAAA,"['Meat & Dairy Alternative', 'Natural & Ethically Sourced']",(MANUAL_INPUT),(MANUAL_INPUT),"['Botanicals', 'General Health', 'Weight Management', 'Skin, Nails, Hair']",(MUST_INPUT)
7,Afghanistan,FBI,Confectionery & Bakery,Matrix Flavours & Fragrances Sdn Bhd,"['Propylene Glycol (E1520)', 'Nature Identical Flavouring Substances']","['Beverage', 'Bread, Cakes & Pastries, Frozen Dough', 'Confectionery']",['Flavouring & Flavour Modulation'],APPLE FLAVOUR NPC1917M,N/A,Liquid,"APPLE FLAVOUR NPC1917M is a liquid flavouring product manufactured by Matrix Flavours & Fragrances Sdn Bhd, characterized by a sweet fuji apple profile. It appears as a colorless to yellowish liquid with a refractive index ranging from 1.42000 to 1.44000 at 20°C and a specific gravity between 1.00900 and 1.02900 at 27°C. The product is composed primarily of propylene glycol (E1520) and nature identical flavouring substances, blended and mixed into a liquid carrier to achieve a homogenized formulation. This flavour does not support microbiological growth due to its significant solvent and aromatic chemical content. It is suitable for use in confectionery, bakery, and beverage applications at concentrations between 0.1% and 0.5%. The product is halal certified by JAKIM, free from allergens and GMOs, and complies with Malaysian food regulations. Packaged in HDPE containers of 5, 20, or 25 kg, it should be stored tightly closed, away from light, under dry conditions at temperatures between 20° and 35°C, with a shelf life of 24 months. APPLE FLAVOUR NPC1917M offers a reliable, food-grade apple flavouring solution ideal for enhancing the sensory appeal of various food and beverage products.","Confectionery, bakery (%): 0.1000 - 0.5000; Beverage (%): 0.1000 - 0.5000",(MANUAL_INPUT),"['ISO', 'FSSC', 'HACCP', 'HALAL, JAKIM, MUI']",PIM000009441-SPEC APPLE FLAVOUR NPC1917M.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
8,Afghanistan,FBI,Processed Food & Food Service,Naturis,['Organic chickpeas'],"['Bread, Cakes & Pastries, Frozen Dough', 'Processed Food', 'Sauces', 'Soup']","['Dietary Fiber', 'Protein', 'Stabilizer & Thickener']",Pre-gelatinized organic chickpeas flour,N/A,Powder,"Pre-gelatinized organic chickpeas flour is a fine powder with a yellow to light brown color, derived from organic chickpeas sourced from Italy and Argentina and produced and packed in Italy by Naturis. This flour is pre-gelatinized, meaning it has been precooked to enhance its instant solubility and thickening properties, making it highly suitable for instant sauces, soups, purees, hummus, and as a thickener in various culinary applications. It boasts a high protein content of 22.3 g per 100 g, along with significant dietary fiber (22.5 g), moderate fats (7.1 g), and carbohydrates (40.8 g), supporting dietary formulations and vegetarian or vegan diets. The product complies with stringent EC and Italian regulations regarding safety, mycotoxins, heavy metals, pesticides, and organic certification, and is free from GMOs, nanoparticles, and ionizing radiation. It is packaged in 25 kg multi-ply kraft paper bags with valves and has a shelf life of 12 months when stored in cool, dry conditions away from sunlight. The flour exhibits a peak viscosity between 7000 and 8000 cP and a final viscosity of 11000 to 12000 cP at a pasting temperature above 80°C, indicating excellent thickening and stability characteristics. It is Halal and Kosher certified and suitable for various vegetarian diets, with no allergens present in the product itself, although it is manufactured in a plant that also processes cereals containing gluten. Overall, this pre-gelatinized organic chickpeas flour offers a natural, nutritious, and versatile ingredient ideal for enhancing texture and nutritional value in food products.",N/A,(MANUAL_INPUT),"['BIO', 'HACCP', 'HALAL, JAKIM, MUI', 'Kosher', 'Vegan']",PIM000009983-YU15 rev02 - organic chickpeas flour.pdf,AAAA,"['Meat & Dairy Alternative', 'Natural & Ethically Sourced']",(MANUAL_INPUT),(MANUAL_INPUT),"['Cardiovascular health', 'Diabetes/Blood Sugar Management', 'General Health', 'Gut health', 'Weight Management', 'Vitamins and Minerals']",(MUST_INPUT)
9,Afghanistan,FBI,Beverage & Dairy,WILD,['apple juice concentrate'],"['Beverage', 'Fruit & Vegetables', 'Processed Food']","['Acidity Regulator', 'Sweetener']",Apple Juice Concentrate,N/A,Liquid,"Apple Juice Concentrate from WILD is a high-quality fruit concentrate made solely from apple juice concentrate, ensuring a pure and natural product. It is characterized by a refractometric Brix value of around 70 °Bx, indicating a high sugar content and concentrated flavor profile. The concentrate has a total acidity calculated as citric acid ranging between 0.90 and 2.50 g/100g, with a pH value between 3.0 and 4.0, providing a balanced tartness typical of fresh apples. Microbiologically, it maintains very low levels of lactic acid and acetic acid bacteria, yeasts, and molds, ensuring product safety and stability. Nutritionally, it offers 302 kcal per 100 g, with carbohydrates predominantly from natural sugars (66.1 g), minimal protein (0.4 g), and negligible fat and salt content. The product is free from genetically modified organisms and common allergens, making it suitable for a wide range of dietary needs. It is recommended to store the concentrate under ambient, refrigerated, or frozen conditions to maintain quality, with shelf lives of 90, 270, and 365 days respectively. Ideal for use in beverage production, culinary applications, and food manufacturing, this concentrate delivers authentic apple flavor and sweetness, enhancing the sensory profile of juices, smoothies, desserts, and other food products. WILD's Apple Juice Concentrate is a versatile ingredient that supports clean-label formulations and meets stringent European food safety regulations.",100% JUICE: 167 kg : 1000 l,(MANUAL_INPUT),"['GMP', 'HACCP']",PIM000021685-Specification Apple JC 35209000710000 20180717.pdf,AAAA,[],(MANUAL_INPUT),(MANUAL_INPUT),[],(OPTIONAL)
